time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
1988-08-23T17:38:47.460Z,43.696,17.444,10,5,mb,,,,1.5,us,usp0003kaq,2020-08-28T22:16:20.115Z,"15 km SSW of Rumboci, Bosnia and Herzegovina",earthquake,,,,6,reviewed,us,us
1989-01-03T16:52:19.220Z,35.626,11.63,10,5.1,mw,,,,1.2,us,usp0003qfk,2022-04-28T20:27:22.352Z,"53 km ENE of Mahdia, Tunisia",earthquake,,,,,reviewed,us,hrv
1989-01-06T05:26:58.270Z,35.592,11.694,10,5,mb,,,,1.3,us,usp0003qjs,2022-04-28T20:27:29.908Z,"58 km E of Mahdia, Tunisia",earthquake,,,,35,reviewed,us,us
1989-01-09T10:02:28.590Z,35.646,11.63,16.7,5.1,mb,,,,1.3,us,usp0003qpg,2014-11-07T00:43:25.116Z,"53 km ENE of Mahdia, Tunisia",earthquake,,4.8,,37,reviewed,us,us
1989-09-13T21:53:59.530Z,45.799,11.207,10,4.6,mb,,,,1.2,us,usp0003zhw,2014-11-07T00:44:51.714Z,"4 km WNW of Posina, Italy",earthquake,,,,7,reviewed,us,us
1989-10-05T11:09:17.120Z,42.239,15.545,10,4.5,mb,,,,1.2,us,usp00040bk,2014-11-07T00:44:58.854Z,"13 km NNE of Isole Tremiti, Italy",earthquake,,,,1,reviewed,us,us
1989-12-06T05:33:12.260Z,43.646,16.869,10,4.9,mb,,,,1.4,us,usp00042sw,2014-11-07T00:45:19.580Z,"11 km ESE of Otok, Croatia",earthquake,,,,9,reviewed,us,us
1989-12-22T06:48:13.690Z,43.057,12.763,33,4.7,ml,,,,1,us,usp00043em,2014-11-07T00:45:23.341Z,"0 km E of Valtopina, Italy",earthquake,,,,,reviewed,us,kba
1989-12-26T19:59:56.660Z,43.473,7.525,10,4.6,mb,,,,1,us,usp00043kq,2014-11-07T00:45:23.964Z,"28 km SSE of Saint-Jean-Cap-Ferrat, France",earthquake,,,,1,reviewed,us,us
1990-01-24T04:45:05.190Z,39.171,16.925,47.9,4.5,mb,,,,1.2,us,usp00044nx,2014-11-07T00:45:35.441Z,"2 km NNE of Santa Severina, Italy",earthquake,,6.2,,5,reviewed,us,us
1990-02-01T06:24:14.810Z,42.204,15.566,10,4.7,md,,,,1.4,us,usp00044yh,2014-11-07T00:45:38.055Z,"10 km NNE of Isole Tremiti, Italy",earthquake,,,,,reviewed,us,tri
1990-03-28T05:47:31.510Z,38.191,14.93,37.2,4.7,mb,,,,1.3,us,usp000475q,2014-11-07T00:45:59.863Z,"2 km NNW of San Giorgio, Italy",earthquake,,6.6,,12,reviewed,us,us
1990-04-03T22:02:37.100Z,43.419,17.387,10,5.1,mb,,,,1.3,us,usp00047e3,2022-04-28T19:50:52.619Z,"5 km NNW of Grude, Bosnia and Herzegovina",earthquake,,,,13,reviewed,us,us
1990-05-05T07:21:18.000Z,40.744,15.853,12.7,4.6,mb,,,,1.3,us,usp00048vq,2022-05-09T19:15:12.293Z,"1 km W of Pietragalla, Italy",earthquake,,1.8,,11,reviewed,us,us
1990-05-05T07:21:29.540Z,40.775,15.766,10,5.8,mw,,,,1.4,us,usp00048vr,2022-04-28T19:48:37.039Z,"6 km NE of Avigliano, Italy",earthquake,,,,,reviewed,us,hrv
1990-05-05T07:38:12.330Z,40.75,15.814,15,4.5,mb,,,,1.3,us,usp00048vv,2014-11-07T00:46:17.453Z,"5 km W of Pietragalla, Italy",earthquake,,3.8,,9,reviewed,us,us
1990-06-03T11:39:11.980Z,44.636,17.577,10,4.6,mb,,,,1.3,us,usp0004a38,2014-11-07T00:46:28.659Z,"8 km NNE of Maslovare, Bosnia and Herzegovina",earthquake,,,,11,reviewed,us,us
1990-07-31T15:50:52.830Z,43.022,17.807,10,4.9,mb,,,,1.3,us,usp0004csh,2020-08-29T00:03:47.875Z,"12 km SE of Tasov?i?i, Bosnia and Herzegovina",earthquake,,,,11,reviewed,us,us
1990-09-03T10:48:33.130Z,45.915,15.873,20.2,4.8,mb,,,,1.2,us,usp0004e8z,2014-11-07T00:47:04.386Z,"1 km ENE of Donja Bistra, Croatia",earthquake,,2.4,,18,reviewed,us,us
1990-10-29T08:16:14.120Z,36.232,14.671,23.9,4.5,mb,,,,1.4,us,usp0004g9z,2014-11-07T00:47:19.366Z,"37 km NNE of Pembroke, Malta",earthquake,,4.5,,6,reviewed,us,us
1990-11-11T22:16:24.940Z,46.136,14.054,22.3,4.7,ml,,,,1.2,us,usp0004gss,2014-11-07T00:47:26.167Z,"5 km ENE of Cerkno, Slovenia",earthquake,,3.4,,,reviewed,us,grf
1990-11-27T04:37:58.590Z,43.853,16.633,24,5.6,mw,,,,1.1,us,usp0004hep,2022-04-28T19:33:59.415Z,"10 km N of Hrvace, Croatia",earthquake,,,,,reviewed,us,hrv
1990-11-27T04:51:36.420Z,43.895,16.641,10,5.1,ms,,,,1.3,us,usp0004heq,2022-04-28T19:34:05.063Z,"14 km N of Hrvace, Croatia",earthquake,,,,4,reviewed,us,us
1990-12-13T00:24:25.710Z,37.3,15.438,11.1,5.6,mw,,,,1.4,us,usp0004j1w,2022-04-28T19:30:07.919Z,"20 km ENE of Augusta, Italy",earthquake,,3.1,,,reviewed,us,hrv
1990-12-14T03:21:26.820Z,39.347,15.355,276.4,5.3,mw,,,,1.1,us,usp0004j48,2016-11-10T00:12:19.977Z,"50 km WSW of Cittadella del Capo, Italy",earthquake,,1.8,,,reviewed,us,hrv
1990-12-16T13:50:28.810Z,37.28,15.448,25.7,4.5,mb,,,,1.3,us,usp0004j75,2014-11-07T00:47:37.190Z,"20 km ENE of Augusta, Italy",earthquake,,4.9,,12,reviewed,us,us
1990-12-29T19:10:46.980Z,36.015,11.08,10,5,mb,,,,0.9,us,usp0004jyb,2014-11-07T00:47:40.442Z,"34 km NE of Monastir, Tunisia",earthquake,,,,7,reviewed,us,us
1991-02-11T15:43:43.600Z,44.871,6.704,14,4.6,mb,,,,1.1,us,usp0004mtz,2014-11-07T00:47:59.421Z,"5 km ESE of Briançon, France",earthquake,,1.4,,6,reviewed,us,us
1991-02-26T07:25:47.270Z,40.186,13.822,401.2,5.3,mw,,,,1.1,us,usp0004nej,2016-11-09T21:58:10.101Z,"52 km SW of Anacapri, Italy",earthquake,,1.5,,,reviewed,us,hrv
1991-05-26T12:26:00.270Z,40.73,15.765,8.1,5.1,mb,,,,1.1,us,usp0004s3u,2022-04-28T19:15:15.538Z,"3 km E of Avigliano, Italy",earthquake,,1.6,,17,reviewed,us,us
1991-08-08T22:46:10.460Z,35.629,11.657,22,4.8,mb,,,,1.3,us,usp0004v4m,2014-11-07T00:49:04.247Z,"Tunisia",earthquake,,,,23,reviewed,us,us
1991-09-07T05:39:19.560Z,37.979,15.519,26.6,4.5,mb,,,,1.2,us,usp0004wbx,2014-11-07T00:49:14.046Z,"8 km SSE of Guidomandri Marina, Italy",earthquake,,3.6,,1,reviewed,us,us
1991-10-05T05:14:58.200Z,46.207,13.264,10,4.5,ml,,,,1.2,us,usp0004xdh,2014-11-07T00:49:21.729Z,"0 km W of Nimis, Italy",earthquake,,,,,reviewed,us,vie
1991-11-20T01:54:17.000Z,46.778,9.519,10,4.7,mb,,,,1.2,us,usp0004zc1,2022-04-28T19:00:11.767Z,"1 km WSW of Churwalden, Switzerland",earthquake,,,,18,reviewed,us,us
1991-12-15T20:00:50.760Z,37.646,15.115,5,4.5,mb,,,,1.4,us,usp00050gx,2014-11-07T00:49:44.781Z,"0 km WSW of Pennisi, Italy",earthquake,,,,9,reviewed,us,us
1992-02-03T20:36:26.670Z,36.618,16.031,33,4.5,ml,,,,1.2,us,usp00052k7,2014-11-07T00:50:02.532Z,"80 km E of Portopalo di Capo Passero, Italy",earthquake,,,,,reviewed,us,ttg
1992-02-17T19:23:14.090Z,46.754,9.481,10,4.5,ml,,,,1.1,us,usp000536g,2014-11-07T00:50:06.657Z,"4 km NNE of Scharans, Switzerland",earthquake,,,,,reviewed,us,fur
1992-04-06T13:08:34.020Z,37.835,14.615,21.9,4.7,mb,,,,1.3,us,usp00055dd,2014-11-07T00:50:25.201Z,"5 km NNE of Troina / Draginai, Italy",earthquake,,3.5,,8,reviewed,us,us
1992-04-25T12:46:16.940Z,38.583,14.936,246,5.2,mw,,,,1,us,usp00056dm,2016-11-09T22:22:58.186Z,"6 km ENE of Santa Marina Salina, Italy",earthquake,,,,,reviewed,us,hrv
1992-05-19T10:52:12.740Z,43.67,16.821,10,4.5,mb,,,,1.5,us,usp00057pp,2014-11-07T00:50:39.574Z,"7 km ESE of Otok, Croatia",earthquake,,,,8,reviewed,us,us
1993-05-29T08:43:11.680Z,45.561,15.207,15.2,5.1,mb,,,,1.2,us,usp0005tpc,2014-11-07T00:53:05.531Z,"1 km SE of ?rnomelj, Slovenia",earthquake,,3.1,,2,reviewed,us,us
1993-06-01T19:51:10.920Z,46.166,16.467,30.1,4.9,mb,,,,1.4,us,usp0005tw3,2022-04-28T18:08:10.651Z,"Slovenia-Hungary-Croatia border region",earthquake,,3,,35,reviewed,us,us
1993-06-05T19:16:16.830Z,43.121,12.678,8.4,4.9,mb,,,,1.2,us,usp0005u2e,2014-11-07T00:53:11.090Z,"7 km ESE of Valfabbrica, Italy",earthquake,,1.8,,34,reviewed,us,us
1993-06-26T17:47:53.800Z,37.99,14.218,13.8,4.9,mb,,,,1.3,us,usp0005v7e,2014-11-07T00:53:19.782Z,"1 km WNW of Tusa, Italy",earthquake,,3.6,,25,reviewed,us,us
1993-07-15T05:24:05.980Z,36.407,9.329,10,4.5,mb,,,,1.1,us,usp0005wdm,2014-11-07T00:53:30.293Z,"9 km SE of Tabursuq, Tunisia",earthquake,,,,2,reviewed,us,us
1993-07-17T10:34:59.100Z,44.209,8.293,5,4.5,ml,,,,1,us,usp0005wra,2014-11-07T00:53:31.339Z,"0 km NNW of Calice Ligure, Italy",earthquake,,,,,reviewed,us,gen
1993-08-31T00:16:45.220Z,39.97,15.092,314.6,4.7,mb,,,,0.9,us,usp0005zgj,2014-11-07T00:53:50.029Z,"18 km WSW of Palinuro, Italy",earthquake,,2.4,,45,reviewed,us,us
1993-09-10T16:02:32.320Z,35.039,12.366,10,5.3,mw,,,,1.3,us,usp000602s,2022-04-28T17:59:51.188Z,"55 km SSW of Lampedusa, Italy",earthquake,,,,,reviewed,us,hrv
1993-11-27T13:26:45.010Z,38.899,14.861,295.2,4.8,mb,,,,0.9,us,usp00064at,2014-11-07T00:54:27.709Z,"35 km N of Malfa, Italy",earthquake,,2.5,,76,reviewed,us,us
1994-01-05T13:24:09.950Z,39.085,15.145,272.7,5.8,mw,,,,1.2,us,usp000662b,2022-04-28T17:52:11.871Z,"62 km NNE of Malfa, Italy",earthquake,,,,,reviewed,us,hrv
1994-01-20T06:59:14.200Z,44.57,7.334,10,4.6,md,,,,0.9,us,usp000671b,2014-11-07T00:54:49.123Z,"1 km NE of Melle, Italy",earthquake,,,,,reviewed,us,str
1994-03-21T21:41:01.910Z,39.745,15.461,278.5,5.1,mb,,,,1,us,usp0006a03,2014-11-07T00:55:10.366Z,"29 km WSW of Scalea, Italy",earthquake,,1.5,,94,reviewed,us,us
1994-05-06T19:09:51.800Z,37.712,14.124,46.4,4.8,mb,,,,1.1,us,usp0006c6n,2014-11-07T00:55:26.931Z,"2 km NNE of Alimena, Italy",earthquake,,10.9,,22,reviewed,us,us
1994-05-22T22:56:50.210Z,43.093,17.099,28.6,4.7,ml,,,,1,us,usp0006cyp,2014-11-07T00:55:30.245Z,"14 km NNW of Orebi?, Croatia",earthquake,,3,,,reviewed,us,zag
1994-08-28T06:04:45.690Z,46.918,8.741,7.8,4.5,mb,,,,1.1,us,usp0006hkb,2014-11-07T00:56:07.832Z,"6 km SSW of Muotathal, Switzerland",earthquake,,1.9,,1,reviewed,us,us
1994-09-17T04:56:26.130Z,36.461,9.173,10,5.2,mb,,,,1.2,us,usp0006jk0,2022-04-28T17:32:08.110Z,"6 km W of Tabursuq, Tunisia",earthquake,,,,35,reviewed,us,us
1994-10-12T04:59:13.980Z,39.742,15.381,20.7,4.8,mb,,,,1.4,us,usp0006kzx,2014-11-07T00:56:30.539Z,"29 km S of Marina di Camerota, Italy",earthquake,,5.3,,19,reviewed,us,us
1994-12-14T08:55:58.460Z,46.012,6.353,10,4.5,mb,,,,1.1,us,usp0006q1g,2020-09-15T17:33:36.414Z,"7 km SSE of Amancy, France",earthquake,,,,5,reviewed,us,us
1995-05-13T10:16:01.610Z,43.152,15.158,10,4.5,ml,,,,1.3,us,usp0006x9b,2014-11-07T00:57:54.920Z,"77 km W of Komiža, Croatia",earthquake,,,,,reviewed,us,vie
1995-05-22T12:50:31.940Z,45.621,14.23,27.1,4.9,ml,,,,1.1,us,usp0006xuz,2014-11-07T00:57:58.471Z,"6 km NNW of Ilirska Bistrica, Slovenia",earthquake,,2.7,,,reviewed,us,mox
1995-05-29T06:52:27.290Z,37.905,12.073,11.6,4.8,mb,,,,1.3,us,usp0006y8p,2014-11-07T00:58:00.854Z,"22 km W of Favignana, Italy",earthquake,,3.4,,31,reviewed,us,us
1995-07-15T06:45:22.600Z,42.746,17.413,10,4.7,mb,,,,1.2,us,usp00070ku,2014-11-07T00:58:21.331Z,"25 km WSW of Ston, Croatia",earthquake,,,,26,reviewed,us,us
1995-08-24T17:27:34.490Z,44.128,10.756,34.4,4.5,mb,,,,1.1,us,usp00072c9,2014-11-07T00:58:35.196Z,"3 km N of Cutigliano, Italy",earthquake,,3.9,,9,reviewed,us,us
1995-08-25T09:27:21.420Z,45.374,17.636,23.7,4.9,mb,,,,1.2,us,usp00072db,2022-04-29T20:00:32.137Z,"5 km NW of Požega, Croatia",earthquake,,2.5,,63,reviewed,us,us
1995-09-16T07:55:01.940Z,43.148,17.615,10,4.5,mb,,,,1.1,us,usp00073es,2014-11-07T00:58:44.370Z,"6 km WNW of ?apljina, Bosnia and Herzegovina",earthquake,,,,1,reviewed,us,us
1995-09-22T11:20:10.350Z,35.316,8.237,10,5.4,mw,,,,1.2,us,usp00073sx,2022-04-29T19:57:09.109Z,"14 km SE of Tébessa, Algeria",earthquake,,,,,reviewed,us,hrv
1995-09-30T10:14:32.580Z,41.874,15.892,24.8,5.2,mw,,,,1.2,us,usp0007477,2022-04-29T19:57:37.200Z,"3 km S of Ischitella, Italy",earthquake,,,,,reviewed,us,hrv
1995-10-10T06:54:22.140Z,44.184,10.013,10,4.7,ms,,,,1.1,us,usp00074ww,2014-11-07T00:58:56.171Z,"2 km SSE of Pallerone, Italy",earthquake,,,,5,reviewed,us,us
1995-10-29T08:40:30.850Z,35.67,11.655,20.5,4.6,mb,,,,1.1,us,usp00075xz,2014-11-07T00:59:02.001Z,"56 km ENE of Mahdia, Tunisia",earthquake,,3.9,,23,reviewed,us,us
1995-10-29T13:00:24.760Z,45.622,9.957,10,4.9,ml,,,,1.1,us,usp00075ye,2014-11-07T00:59:02.043Z,"0 km WNW of Adro, Italy",earthquake,,,,,reviewed,us,grf
1995-12-13T01:45:09.830Z,44.536,17.252,10,4.6,mb,,,,1.3,us,usp00078wa,2014-11-07T00:59:25.830Z,"9 km W of Živinice, Bosnia and Herzegovina",earthquake,,,,8,reviewed,us,us
1996-01-21T12:17:13.940Z,40.041,13.122,458.6,4.7,mb,,,,0.9,us,usp0007bfn,2014-11-07T00:59:42.355Z,"87 km SSW of Ventotene, Italy",earthquake,,2.3,,56,reviewed,us,us
1996-02-20T14:12:12.180Z,44.506,17.236,10,4.9,mb,,,,1.2,us,usp0007djc,2022-04-29T20:11:12.512Z,"11 km W of Kneževo, Bosnia and Herzegovina",earthquake,,,,46,reviewed,us,us
1996-02-25T01:20:01.850Z,38.808,15.687,208,4.8,mb,,,,1,us,usp0007dv0,2014-11-07T00:59:58.143Z,"22 km NW of Santa Domenica, Italy",earthquake,,2.5,,85,reviewed,us,us
1996-03-26T22:58:30.750Z,44.335,15.38,33,4.7,ml,,,,1.1,us,usp0007fb6,2014-11-07T01:00:08.712Z,"6 km NW of Starigrad, Croatia",earthquake,,,,,reviewed,us,vie
1996-04-03T13:04:34.520Z,40.761,15.493,10,4.7,mb,,,,1.1,us,usp0007fq6,2014-11-07T01:00:13.877Z,"0 km NNE of Muro Lucano, Italy",earthquake,,,,26,reviewed,us,us
1996-04-27T00:38:29.610Z,39.704,16.646,33,4.6,mb,,,,1.3,us,usp0007gnb,2014-11-07T01:00:19.346Z,"10 km NE of Fabrizio, Italy",earthquake,,,,29,reviewed,us,us
1996-09-05T20:44:09.290Z,42.803,17.936,10,6,mwc,,,,1.28,us,usp0007pfj,2022-04-29T20:31:24.414Z,"9 km ESE of Podgora, Croatia",earthquake,,,,,reviewed,us,hrv
1996-09-05T21:43:31.140Z,42.826,17.845,10,4.9,mb,,,,1.31,us,usp0007pfq,2014-11-07T01:01:07.252Z,"2 km SSE of Podgora, Croatia",earthquake,,,,12,reviewed,us,us
1996-09-07T04:17:56.090Z,42.87,17.762,10,4.6,mb,,,,1.19,us,usp0007pk8,2014-11-07T01:01:07.982Z,"6 km ENE of Ston, Croatia",earthquake,,,,6,reviewed,us,us
1996-09-07T05:45:33.830Z,42.902,17.811,10,4.5,mb,,,,1.29,us,usp0007pkj,2014-11-07T01:01:08.028Z,"6 km NNW of Podgora, Croatia",earthquake,,,,10,reviewed,us,us
1996-09-09T08:04:47.870Z,42.828,17.808,10,4.5,mb,,,,1.39,us,usp0007pqm,2014-11-07T01:01:09.041Z,"3 km SW of Podgora, Croatia",earthquake,,,,1,reviewed,us,us
1996-09-09T15:57:05.140Z,42.774,17.873,10,5.3,mwc,,,,1.19,us,usp0007pr4,2022-04-29T20:32:21.781Z,"8 km SSE of Podgora, Croatia",earthquake,,,,,reviewed,us,hrv
1996-09-12T03:32:29.920Z,42.868,17.795,10,4.6,mb,,,,1.36,us,usp0007puy,2014-11-07T01:01:09.994Z,"4 km WNW of Podgora, Croatia",earthquake,,,,2,reviewed,us,us
1996-09-17T13:45:22.880Z,42.866,17.82,10,5.5,mwc,,,,1.17,us,usp0007q1x,2022-04-29T20:33:14.837Z,"2 km NW of Podgora, Croatia",earthquake,,,,,reviewed,us,hrv
1996-10-15T09:55:59.630Z,44.792,10.78,10,5.4,mwc,,,,1.16,us,usp0007rem,2022-04-29T20:35:49.676Z,"2 km N of Correggio, Italy",earthquake,,,,,reviewed,us,hrv
1996-10-15T10:07:01.340Z,44.858,10.56,10,4.5,ml,,,,1.09,us,usp0007ren,2014-11-07T01:01:22.897Z,"2 km NE of Poviglio, Italy",earthquake,,,,,reviewed,us,grf
1996-10-15T10:19:43.670Z,44.754,10.743,10,4.7,ml,,,,1.31,us,usp0007req,2014-11-07T01:01:22.908Z,"3 km WSW of Correggio, Italy",earthquake,,,,,reviewed,us,grf
1996-10-15T12:18:24.140Z,44.785,10.728,10,4.5,mb,,,,1.25,us,usp0007rey,2014-11-07T01:01:22.935Z,"4 km WNW of Correggio, Italy",earthquake,,,,4,reviewed,us,us
1996-10-20T15:00:02.690Z,42.808,17.815,10,4.5,mb,,,,1.3,us,usp0007rqc,2014-11-07T01:01:24.190Z,"4 km SSW of Podgora, Croatia",earthquake,,,,7,reviewed,us,us
1996-12-14T00:18:44.920Z,37.812,13.84,40.3,4.7,mb,,,,1.24,us,usp0007udn,2014-11-07T01:01:46.930Z,"1 km SW of Sclafani Bagni, Italy",earthquake,,13.9,,2,reviewed,us,us
1996-12-21T08:46:01.040Z,40.039,13.023,487.6,4.9,mb,,,,1.09,us,usp0007us4,2014-11-07T01:01:48.545Z,"90 km SSW of Ventotene, Italy",earthquake,,,,27,reviewed,us,us
1997-02-24T12:06:17.110Z,43.696,8.432,20,4.5,ml,,,,1.03,us,usp0007xrd,2014-11-07T01:02:11.171Z,"36 km SE of Cervo, Italy",earthquake,,,,,reviewed,us,str
1997-03-19T23:10:49.200Z,41.397,14.626,10,4.6,mb,,,,1.28,us,usp0007z43,2014-11-07T01:02:21.227Z,"1 km SSE of Sepino, Italy",earthquake,,,,4,reviewed,us,us
1997-03-25T00:46:13.830Z,36.93,16.033,33,4.7,mb,,,,1.29,us,usp0007zcp,2014-11-07T01:02:22.489Z,"68 km ESE of Siracusa, Italy",earthquake,,,,30,reviewed,us,us
1997-09-03T22:07:29.140Z,43.035,12.825,10,4.7,mb,,,,1.2,us,usp000873n,2014-11-07T01:03:26.672Z,"6 km ESE of Valtopina, Italy",earthquake,,,,6,reviewed,us,us
1997-09-26T00:33:12.250Z,43.048,12.879,10,5.7,mwc,,,,1.22,us,usp000880n,2022-04-29T17:01:47.006Z,"6 km WSW of Serravalle di Chienti, Italy",earthquake,,,,,reviewed,us,hrv
1997-09-26T09:40:26.330Z,43.084,12.812,10,6,mwc,,,,1.32,us,usp000881f,2022-04-29T17:01:58.802Z,"3 km SSE of Nocera Umbra, Italy",earthquake,,,,,reviewed,us,hrv
1997-09-26T09:47:38.660Z,43.163,12.752,10,4.7,mb,,,,1.33,us,usp000881g,2014-11-07T01:03:31.418Z,"6 km NNW of Nocera Umbra, Italy",earthquake,,,,6,reviewed,us,us
1997-09-26T13:30:51.880Z,43.033,12.938,10,4.7,mb,,,,1.18,us,usp0008823,2014-11-07T01:03:31.479Z,"4 km SSW of Serravalle di Chienti, Italy",earthquake,,,,5,reviewed,us,us
1997-09-27T17:13:02.880Z,43.022,12.829,10,4.5,mb,,,,1.16,us,usp0008859,2014-11-07T01:03:32.066Z,"7 km ESE of Valtopina, Italy",earthquake,,,,3,reviewed,us,us
1997-09-27T19:56:42.980Z,43.062,12.765,10,4.5,mb,,,,1.21,us,usp000885e,2014-11-07T01:03:32.224Z,"1 km ENE of Valtopina, Italy",earthquake,,,,1,reviewed,us,us
1997-10-02T19:38:02.240Z,43.638,12.135,10,4.5,mb,,,,1.13,us,usp00088dq,2014-11-07T01:03:35.838Z,"7 km N of Sansepolcro, Italy",earthquake,,,,3,reviewed,us,us
1997-10-03T08:55:21.580Z,43.075,12.794,10,5.3,mwc,,,,1.14,us,usp00088ef,2022-04-29T17:03:02.504Z,"3 km ENE of Valtopina, Italy",earthquake,,,,,reviewed,us,hrv
1997-10-04T06:49:59.130Z,42.904,12.898,10,4.5,mb,,,,1.22,us,usp00088gg,2014-11-07T01:03:36.814Z,"2 km NW of Sellano, Italy",earthquake,,,,1,reviewed,us,us
1997-10-04T15:07:20.750Z,42.932,12.858,10,4.6,ml,,,,1.14,us,usp00088h2,2014-11-07T01:03:36.949Z,"7 km NW of Sellano, Italy",earthquake,,,,,reviewed,us,vie
1997-10-04T18:47:47.390Z,42.933,12.903,10,4.5,ml,,,,1.08,us,usp00088hg,2014-11-07T01:03:37.332Z,"5 km NNW of Sellano, Italy",earthquake,,,,,reviewed,us,vie
1997-10-06T23:24:52.580Z,43.045,12.835,10,5.5,mwc,,,,1.18,us,usp00088np,2022-04-29T17:04:03.870Z,"6 km E of Valtopina, Italy",earthquake,,,,,reviewed,us,hrv
1997-10-07T05:09:56.730Z,43.01,12.848,10,4.5,mb,,,,1.25,us,usp00088pf,2014-11-07T01:03:39.075Z,"9 km SE of Valtopina, Italy",earthquake,,,,7,reviewed,us,us
1997-10-12T11:08:36.340Z,42.901,12.897,10,5.3,mwc,,,,1.03,us,usp00088x7,2022-04-29T17:04:45.859Z,"2 km NW of Sellano, Italy",earthquake,,,,,reviewed,us,hrv
1997-10-12T21:31:07.420Z,42.858,12.968,10,4.6,mb,,,,1.1,us,usp00088xw,2014-11-07T01:03:41.395Z,"4 km SE of Sellano, Italy",earthquake,,,,4,reviewed,us,us
1997-10-12T21:52:35.640Z,42.915,12.924,10,4.6,mb,,,,1.27,us,usp00088xx,2014-11-07T01:03:41.405Z,"3 km N of Sellano, Italy",earthquake,,,,4,reviewed,us,us
1997-10-13T13:09:21.170Z,42.892,12.922,10,4.5,mb,,,,1.21,us,usp00088z2,2014-11-07T01:03:41.526Z,"0 km N of Sellano, Italy",earthquake,,,,4,reviewed,us,us
1997-10-14T15:23:10.210Z,42.962,12.892,10,5.5,ms,,,,1.21,us,usp0008916,2022-04-29T17:04:57.629Z,"8 km NNW of Sellano, Italy",earthquake,,,,46,reviewed,us,us
1997-10-15T22:53:10.480Z,42.93,12.89,10,4.5,mb,,,,1.05,us,usp0008955,2014-11-07T01:03:42.433Z,"5 km NNW of Sellano, Italy",earthquake,,,,1,reviewed,us,us
1997-10-16T02:23:37.620Z,42.911,12.921,10,4.7,mb,,,,1.06,us,usp000895e,2014-11-07T01:03:42.485Z,"2 km N of Sellano, Italy",earthquake,,,,1,reviewed,us,us
1997-10-16T12:00:31.210Z,43.02,12.847,10,4.8,ml,,,,1.1,us,usp0008960,2014-11-07T01:03:42.556Z,"8 km ESE of Valtopina, Italy",earthquake,,,,,reviewed,us,vie
1997-10-17T14:23:45.890Z,42.887,12.91,10,4.5,ml,,,,1.3,us,usp000897h,2014-11-07T01:03:42.749Z,"central Italy",earthquake,,,,,reviewed,us,vie
1997-10-19T16:00:17.380Z,42.973,12.806,10,4.5,mb,,,,1.13,us,usp00089b5,2014-11-07T01:03:44.388Z,"8 km ENE of Foligno, Italy",earthquake,,,,3,reviewed,us,us
1997-10-31T04:23:42.480Z,44.278,6.475,10,4.8,ml,,,,1.02,us,usp00089tw,2014-11-07T01:03:47.085Z,"12 km SE of Seyne-les-Alpes, France",earthquake,,,,,reviewed,us,str
1997-11-06T02:20:23.270Z,41.761,12.767,10,4.5,ml,,,,0.83,us,usp0008a5r,2014-11-07T01:03:52.230Z,"0 km S of Rocca Priora, Italy",earthquake,,,,,reviewed,us,str
1997-11-09T19:07:33.340Z,42.903,12.948,10,4.8,mb,,,,1.07,us,usp0008acb,2014-11-07T01:03:52.973Z,"2 km NE of Sellano, Italy",earthquake,,,,8,reviewed,us,us
1997-12-31T16:02:15.460Z,42.874,12.989,10,4.5,mb,,,,1.23,us,usp0008dg1,2014-11-07T01:04:12.469Z,"4 km W of Preci, Italy",earthquake,,,,15,reviewed,us,us
1998-01-17T12:32:48.060Z,38.402,12.885,10,4.9,mb,,,,,us,usp0008eh1,2014-11-07T01:04:20.896Z,"28 km NNE of San Vito Lo Capo, Italy",earthquake,,,,11,reviewed,rom,us
1998-02-21T02:21:10.990Z,44.848,10.794,10,4.8,mb,,,,,us,usp0008gbs,2014-11-07T01:04:34.565Z,"2 km ENE of Campagnola Emilia, Italy",earthquake,,,,4,reviewed,rom,us
1998-02-26T12:09:20.190Z,44.675,17.675,22.9,4.6,mb,,,,1.18,us,usp0008gmq,2014-11-07T01:04:35.614Z,"6 km W of ?e?ava, Bosnia and Herzegovina",earthquake,,3.6,,12,reviewed,us,us
1998-03-01T07:22:41.810Z,43.358,17.631,10,4.5,mb,,,,1.31,us,usp0008grt,2020-09-15T20:02:14.888Z,"4 km SE of Široki Brijeg, Bosnia and Herzegovina",earthquake,,,,13,reviewed,us,us
1998-03-13T15:14:56.820Z,45.594,14.199,10,5.2,ml,,,,1.2,us,usp0008heh,2014-11-07T01:04:45.786Z,"4 km NW of Ilirska Bistrica, Slovenia",earthquake,,,,,reviewed,us,grf
1998-03-21T17:57:52.610Z,42.948,12.831,10,4.5,ml,,,,,us,usp0008htj,2014-11-07T01:04:48.641Z,"10 km NW of Sellano, Italy",earthquake,,,,,reviewed,rom,vie
1998-03-26T16:26:11.510Z,43.255,12.969,10,5.4,mwc,,,,1.25,us,usp0008j2w,2022-04-29T16:36:56.924Z,"1 km E of Esanatoglia, Italy",earthquake,,,,,reviewed,us,hrv
1998-04-03T07:26:36.630Z,43.164,12.701,10,5.2,mwc,,,,,us,usp0008jg7,2022-04-29T17:23:12.802Z,"8 km E of Valfabbrica, Italy",earthquake,,,,,reviewed,rom,hrv
